Parcel_No,SalePrice,PricePerSq,LivingArea,Style,GROSS_AREA,NUM_FLOORS,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_KITCH,R_FPLACE,LU,OWN_OCC,R_BLDG_STY,R_ROOF_TYP,R_TOTAL_RM,YR_BUILT,Latitude,Longitude
1402182000,545000,163.03,3343,Conventional,5461,2.5,8,3,0,3,0,R3,N,CV,G,14,1890,42.29389,-71.08044
600648000,544000,339.15,1604,Semi_Det,2486,2.5,3,2,1,1,1,R1,Y,SD,G,7,1890,42.3364,-71.05219
1702142000,542500,159.75,3396,Decker,5312,3,6,3,0,3,0,R3,N,DK,F,15,1905,42.28298,-71.08219
201361000,540000,484.74,1114,Row_Middle,1228,3,2,1,1,1,0,R1,Y,RM,M,5,1870,42.38324,-71.06882
1905034000,540000,395.89,1364,Colonial,2094,2,2,1,1,1,1,R1,Y,CL,L,6,1913,42.28942,-71.11676
1804720000,540000,344.39,1350,Colonial,2438,2,3,1,0,1,0,R1,N,CL,G,7,1920,42.28031,-71.12505
1703669000,540000,244.68,2251,Conventional,3996,2,6,2,0,2,0,R2,N,CV,G,12,1920,42.27186,-71.06267
1904372000,540000,240.43,1997,Conventional,3922,2,4,2,1,2,0,R2,N,CV,G,9,1910,42.28808,-71.11446
1811615000,540000,229.1,2357,Colonial,4334,2,6,2,1,1,1,R1,Y,CL,G,11,1900,42.25728,-71.1287
1502952000,540000,172.25,3135,Decker,4504,3,6,3,0,3,0,R3,N,DK,F,15,1900,42.30893,-71.06503
1703445000,540000,169.28,3579,Conventional,5846,2.5,5,3,0,2,0,R2,N,CV,G,13,1925,42.278058,-71.076025
1402581000,540000,168.86,2877,Conventional,5371,2,7,2,0,2,0,R2,N,CV,G,12,1905,42.29908,-71.08172
1501090000,540000,158.59,3405,Decker,5413,3,6,3,0,3,0,R3,N,DK,F,15,1910,42.30159,-71.06705
2006883000,539900,304,1776,Colonial,2704,2,3,1,1,1,1,R1,Y,CL,G,8,1924,42.29072,-71.16621
2006580001,539000,407.41,1323,Colonial,2061,2,3,1,1,1,1,R1,Y,CL,G,6,1960,42.28474,-71.15926
1704736000,539000,232.93,2314,Colonial,4170,2,4,2,1,1,1,R1,Y,CL,G,7,1900,42.28647,-71.07064
2008184000,539000,230.34,2340,Two_Fam_Stack,3758,2,4,2,0,2,0,R2,Y,TF,H,11,1910,42.285833,-71.164068
2006107000,538000,349.35,1540,Colonial,2558,2,3,1,0,1,1,R1,Y,CL,L,7,1926,42.29099,-71.15098
201595000,536000,515.38,1040,Row_End,1600,2,2,1,0,1,0,R1,N,RE,F,5,1850,42.381731,-71.06418
1601209000,536000,153.93,3482,Conventional,5675,2.5,5,2,2,2,0,R2,N,CV,H,14,1910,42.29537,-71.06231
2010344020,535000,308.36,1735,Colonial,2897,2,3,3,1,1,1,R1,Y,CL,G,7,2001,42.27618,-71.16533
1811150020,535000,283.97,1884,Colonial,3168,2,3,2,1,1,1,R1,Y,CL,G,7,2006,42.260098,-71.125271
2001082030,535000,232.31,1990,Colonial,3176,2,4,3,0,2,0,R1,N,CL,G,7,1888,42.2823,-71.13757
2004902000,535000,226.79,2359,Conventional,4032,2,5,2,0,2,0,R2,Y,CV,G,10,1905,42.28933,-71.13406
100422000,535000,225.55,2372,Two_Fam_Stack,3884,2,4,2,0,2,0,R2,N,TF,F,11,1905,42.38078,-71.02268
1810783000,535000,195.18,2741,Conventional,4240,2.5,6,3,1,1,0,R1,Y,CV,M,15,1900,42.24949,-71.11345
1809675000,535000,182.28,2446,Two_Fam_Stack,3867,2,4,2,2,2,0,R2,Y,TF,G,10,1910,42.23496,-71.12936
1804295000,535000,176.68,3028,Conventional,5061,2,6,2,0,2,0,R2,N,CV,H,12,1900,42.26414,-71.10917
106686000,535000,157.31,3401,Decker,4924,3,9,4,3,3,0,R3,N,DK,F,18,1910,42.37798,-71.03318
1500857000,535000,156.2,3425,Conventional,5306,2.5,7,3,0,3,0,R3,N,CV,G,13,1900,42.30125,-71.07029
1806343000,534000,188.16,2838,Conventional,4666,2.5,5,3,0,3,0,R3,N,CV,G,13,1900,42.28091,-71.11856
702591000,530370,430.5,1812,Semi_Det,2539,3,5,2,0,2,0,R2,N,SD,M,10,1890,42.33222,-71.03265
200997000,530000,438.74,1208,Row_End,1882,2,2,1,1,1,0,R1,N,RE,F,6,1835,42.3798,-71.06786
2006879000,530000,356.9,1485,Colonial,2612,2,3,1,1,1,1,R1,Y,CL,G,6,1959,42.29096,-71.16676
2004831000,530000,324.36,1634,Colonial,2855,2,3,1,0,1,0,R1,N,CL,G,7,1919,42.29193,-71.13818
2003091000,530000,243.34,2178,Two_Fam_Stack,3485,2,4,2,0,2,0,R2,N,TF,H,10,1929,42.26505,-71.15808
102531000,530000,229.04,2314,Row_Middle,3132,3,6,3,0,3,0,R3,Y,RM,F,12,1910,42.37697,-71.03895
2001083000,530000,221.2,2396,Two_Fam_Stack,3930,2,4,2,0,2,0,R2,N,TF,G,10,1920,42.28211,-71.13756
1301021000,530000,158.26,3349,Conventional,5281,2.5,6,3,0,2,2,R2,N,CV,G,12,1905,42.31622,-71.072659
1400385000,530000,152.83,3468,Row_End,5106,3,8,3,0,3,0,R3,N,RE,F,14,1890,42.30996,-71.07634
1400701000,530000,148.46,3570,Two_Fam_Stack,5671,2,6,2,0,2,0,R2,Y,TF,H,12,1915,42.30742,-71.07852
1404716000,530000,94.09,5671,Decker,6454,3,6,3,0,3,0,R3,N,DK,F,15,1905,42.28472,-71.09343
2002697000,529000,333.54,1586,Colonial,2346,2,3,1,1,1,0,R1,Y,CL,G,6,1910,42.27345,-71.14696
1809732000,529000,272.68,1940,Colonial,3120,2,2,1,1,1,0,R1,N,CL,G,8,1910,42.23561,-71.13066
1810168000,529000,232.02,2280,Two_Fam_Stack,3600,2,6,2,0,2,0,R2,N,TF,H,12,1948,42.24481,-71.12166
1903523000,528000,192.91,2737,Other,5104,1.5,4,2,0,2,1,R2,Y,OH,G,8,1850,42.285501,-71.125103
1103521000,527000,495.3,1064,Colonial,1828,2,2,1,1,1,0,R1,Y,CL,G,4,1894,42.30564,-71.11838
1900583000,525000,558.51,768,Other,1445,1,2,1,0,1,0,R1,Y,OH,G,4,1925,42.31366,-71.10733
1103036000,525000,468.75,1120,Row_End,1804,2,2,1,0,1,0,R1,Y,RE,H,5,1905,42.307071,-71.112091
2007868000,525000,331.44,1464,Colonial,2302,2,3,1,0,1,0,R1,N,CL,G,6,1935,42.28962,-71.16868
700505000,525000,295.61,1776,Semi_Det,2320,3,5,3,0,3,0,R3,N,SD,F,11,1900,42.33335,-71.05194
2000953000,525000,278.07,1888,Colonial,3351,2,5,1,0,1,1,R1,Y,CL,L,8,1920,42.28221,-71.14135
1809580000,525000,266.77,1968,Two_Fam_Stack,3016,2,6,2,0,2,0,R2,N,TF,H,11,1950,42.23257,-71.1316
1601026000,525000,208.75,2515,Conventional,4222,2,5,2,0,2,0,R2,Y,CV,G,12,1905,42.29523,-71.05676
2003026000,525000,207.18,2534,Two_Fam_Stack,4406,2,4,2,0,2,0,R2,Y,TF,H,12,1920,42.2648,-71.153739
1403922000,525000,176.47,2975,Conventional,5089,2.5,5,3,0,1,0,R2,N,CV,H,12,1905,42.2822,-71.09021
1700907000,525000,161.94,3242,Colonial,5420,2.5,4,3,1,2,3,R1,Y,CL,H,9,1905,42.29225,-71.07095
1300317000,525000,155.69,3372,Row_End,4841,3,7,5,0,3,1,R3,N,RE,F,11,1890,42.32032,-71.07632
1400988010,525000,151.38,3471,Semi_Det,5826,2.5,7,3,0,3,0,R3,N,SD,G,13,1910,42.303695,-71.0813
1803243000,525000,142.97,3672,Decker,5313,3,9,3,0,3,0,R3,N,DK,F,17,1900,42.27934,-71.09678
1400790000,525000,127.27,4125,Semi_Det,5941,3,8,4,0,3,0,R3,N,SD,F,14,1890,42.30697,-71.08348
2008537000,524900,351.81,1066,Cape,2348,1,2,1,0,1,1,R1,Y,CP,G,5,1924,42.28454,-71.16934
1302136000,524000,262.26,2152,Colonial,3234,2,4,1,0,1,0,R1,N,CL,H,8,1890,42.31391,-71.05768
1809570000,522500,284.9,1834,Colonial,3433,2,3,1,1,1,0,R1,Y,CL,H,6,1900,42.232835,-71.132596
2005355000,521000,323.4,1611,Colonial,2898,2,5,1,0,1,0,R1,Y,CL,G,8,1915,42.29141,-71.13091
600897000,520000,561.56,926,Row_End,926,2,2,1,1,1,1,R1,Y,RE,F,5,1850,42.33403,-71.05124
1701188000,520000,197.64,2631,Colonial,4462,2,6,1,1,1,1,R1,Y,CL,L,9,1920,42.29714,-71.06769
1702934000,520000,151.12,3441,Decker,5337,3,6,3,0,3,0,R3,N,DK,F,15,1905,42.28228,-71.07194
1807954000,520000,148.4,3504,Decker,5194,3,9,3,0,3,0,R3,N,DK,F,15,1905,42.26747,-71.1212
1401277000,520000,140.69,3696,Decker,5148,3,10,3,0,3,0,R3,N,DK,F,19,1895,42.303,-71.07399
1403874000,520000,126.15,4122,Other,6472,2.5,12,2,2,2,0,R2,Y,OH,L,18,1910,42.282,-71.08562
105186010,519500,343.58,1344,Semi_Det,2304,2,3,3,1,1,0,R1,N,SD,G,7,2003,42.366398,-71.031802
2008568000,519500,260.92,1959,Colonial,3064,2.5,4,1,1,1,1,R1,Y,CL,G,7,1887,42.28329,-71.16643
100850000,519500,151.37,3450,Decker,4897,3,9,3,0,3,0,R3,Y,DK,F,18,1900,42.38185,-71.01979
1604457000,519000,263.72,1968,Two_Fam_Stack,3466,2,3,2,0,2,0,R2,Y,TF,G,8,1920,42.28085,-71.05121
1404231000,518000,147.75,3506,Conventional,6206,2.5,7,3,0,3,0,R3,N,CV,G,15,1885,42.2969,-71.08891
2001957000,517500,362.39,1428,Colonial,2548,2,2,1,1,1,0,R1,Y,CL,G,6,1953,42.27961,-71.14527
1804605000,516000,346.77,1488,Colonial,2394,2,3,1,1,1,0,R1,Y,CL,G,7,1920,42.28159,-71.13061
2006956000,516000,277.72,1858,Colonial,3021,2,4,1,1,1,0,R1,Y,CL,G,7,1930,42.29265,-71.15763
2004948010,515000,332.26,1550,Colonial,2589,2,3,1,2,1,1,R1,Y,CL,G,7,1991,42.29239,-71.13688
102746000,515000,276.88,1860,Victorian,2484,3,2,1,0,1,0,R1,Y,VT,M,6,1870,42.38041,-71.03746
2009109000,515000,270.48,1904,Other,3556,1.5,3,1,1,1,1,R1,Y,OH,G,8,1930,42.28287,-71.16953
1301324000,515000,166.99,3084,Decker,4436,3,6,3,0,3,0,R3,N,DK,F,15,1905,42.31593,-71.06708
1500907000,515000,166.67,2760,Conventional,4934,2,6,2,0,2,0,R2,N,CV,H,13,1920,42.30192,-71.0706
1704245000,515000,156.25,3296,Conventional,5740,2,5,2,0,2,0,R2,Y,CV,G,14,1929,42.2804,-71.06964
1404592000,515000,126.23,4080,Decker,6019,3,8,3,0,3,0,R3,Y,DK,F,17,1920,42.28628,-71.09314
1601040000,513000,148.18,3462,Decker,5231,3,6,3,0,3,0,R3,N,DK,F,15,1905,42.2951,-71.05834
1604993000,512500,334.53,1532,Colonial,2532,2,3,1,1,1,1,R1,Y,CL,H,7,1925,42.27948,-71.06111
2000025000,512500,234.45,2186,Conventional,3771,2,4,2,0,2,0,R2,N,CV,G,9,1905,42.287962,-71.128599
2002858003,512500,214.26,2392,Two_Fam_Stack,3780,2,5,2,0,2,0,R2,Y,TF,H,11,1950,42.27408,-71.14946
2001844000,511000,393.68,1298,Other,2628,1,2,1,1,1,1,R1,Y,OH,H,5,1920,42.28009,-71.14529
2006781000,511000,255.24,2002,Conventional,2758,2,4,2,1,1,1,R1,Y,CV,G,8,1920,42.29067,-71.1656
2007782002,510000,474.42,1075,Cape,2363,1,3,1,1,1,1,R1,Y,CP,G,8,1955,42.28757,-71.16412
2003513000,510000,442.71,1152,Colonial,1756,2,3,1,0,1,0,R1,Y,CL,G,6,1935,42.27545,-71.15186
1904123001,510000,337.75,1510,Cape,3666,1.5,3,1,1,1,1,R1,Y,CP,G,6,1960,42.28182,-71.12691
2000195000,510000,301.42,1416,Colonial,2295,2,4,1,1,1,0,R1,Y,CL,L,7,1890,42.28612,-71.13466
2004469000,510000,289.77,1760,Colonial,2799,2,4,1,0,1,1,R1,Y,CL,H,9,1935,42.29,-71.14221
1811613000,510000,233.94,1822,Colonial,3154,2,4,2,1,1,1,R1,Y,CL,G,7,1880,42.25694,-71.12886
1812799000,510000,221.84,0,Colonial,0,0,0,0,0,0,0,RL,N,CL,U,0,0,42.2411,-71.135963
101501000,510000,191.73,2660,Two_Fam_Stack,4221,2,6,2,0,2,0,R2,N,TF,H,12,1915,42.3833,-70.99877
1701353000,510000,166.83,3057,Decker,4562,3,6,3,0,3,0,R3,N,DK,F,15,1905,42.2877,-71.07279
1404571000,510000,164.25,3105,Decker,4812,3,9,3,0,3,0,R3,N,DK,F,15,1905,42.28675,-71.09235
1404553000,510000,148.04,3080,Conventional,5419,2,6,2,0,2,0,R2,N,CV,G,14,1900,42.28639,-71.09176
1803056000,510000,144.56,3528,Conventional,4795,3,8,3,0,3,0,R3,N,CV,L,17,1905,42.27627,-71.09393
1807718000,510000,142.02,3591,Conventional,5186,3,6,3,0,3,0,R3,N,CV,M,15,1920,42.26442,-71.12096
1300744000,510000,136.33,3741,Semi_Det,5528,3,9,3,0,3,0,R3,N,SD,F,17,1920,42.31322,-71.07712
1502221000,510000,116.44,4380,Conventional,4870,2.5,9,2,1,2,0,R2,N,CV,H,14,1998,42.30462,-71.07064
2008022000,509500,387.16,1316,Colonial,2040,2,3,1,0,1,1,R1,Y,CL,G,7,1930,42.28656,-71.1683
700375000,508000,381.1,1351,Conventional,1872,1.5,3,1,0,1,0,R1,N,CV,G,5,1900,42.33352,-71.05343
1501055000,507500,138.21,3672,Decker,5448,3,9,3,0,3,0,R3,N,DK,F,18,1905,42.30189,-71.06799
2008715000,507000,385.84,1314,Cape,2509,1.5,3,1,1,1,1,R1,Y,CP,G,6,1925,42.27971,-71.16358
2001253000,507000,250.49,2024,Conventional,3474,2,4,2,0,2,0,R2,Y,CV,G,10,1910,42.28473,-71.14009
1101602000,507000,214.83,2360,Conventional,3652,2,5,2,0,2,0,R2,Y,CV,M,12,1900,42.31347,-71.09749
700912000,505000,355.13,1422,Semi_Det,2301,2,3,1,1,1,0,R1,N,SD,M,6,1890,42.33543,-71.04893
2010188000,505000,336.67,1528,Cape,3250,1.5,3,2,0,1,1,R1,Y,CP,G,6,1960,42.26515,-71.1641
1811077000,505000,281.81,1792,Cape,3236,1.5,4,2,0,1,1,R1,Y,CP,G,7,1950,42.25678,-71.11266
103747000,505000,263.3,1918,Row_End,2724,3,6,2,1,2,0,R2,Y,RE,G,15,1910,42.37426,-71.03343
1601627000,505000,179.84,2808,Conventional,5142,2,6,2,0,2,0,R2,N,CV,G,12,1900,42.29064,-71.06201
1805147000,505000,154.72,3264,Conventional,5764,2,5,2,0,2,0,R2,Y,CV,H,13,1906,42.27967,-71.13462
1807953000,505000,130.09,3882,Decker,5698,3,9,3,0,3,0,R3,N,DK,F,15,1905,42.26755,-71.1212
1404055000,505000,105.94,4767,Decker,6795,3,9,3,0,3,0,R3,N,DK,F,18,1905,42.28187,-71.09187
1602020009,504900,396.31,1274,Colonial,1922,2,3,1,1,1,1,R1,Y,CL,G,6,1958,42.29066,-71.05407
602553002,504000,442.11,1120,Semi_Det,1680,2,2,1,0,1,0,R1,Y,SD,F,6,1920,42.3335,-71.03384
1602242003,504000,413.45,1219,Other,2531,1,3,2,0,1,1,R1,Y,OH,H,6,1959,42.2917,-71.05137
701185000,503000,612.67,821,Conventional,1449,1.5,2,1,0,1,0,R1,Y,CV,G,5,1900,42.332301,-71.049916
1404714000,502800,147.97,3362,Conventional,5563,2.5,9,3,0,3,0,R3,N,CV,G,16,1925,42.28571,-71.09575
2006336000,502500,475.85,1056,Other,2132,1,3,1,0,1,1,R1,N,OH,H,5,1955,42.29009,-71.15439
2000277000,501000,361.99,1384,Colonial,2379,2,3,1,1,1,0,R1,Y,CL,G,8,1919,42.2855,-71.13575
1903727000,500000,327.87,1597,Colonial,2754,2,4,1,0,1,0,R1,Y,CL,G,6,1905,42.28396,-71.12289
1904185000,500000,305.62,1636,Colonial,2758,2,3,2,1,1,0,R1,Y,CL,G,7,1910,42.28335,-71.12683
601353000,500000,304.69,1641,Row_End,2510,3,3,1,1,1,0,R1,Y,RE,M,6,1890,42.34144,-71.05257
106796000,500000,279.17,1791,Row_Middle,2388,3,7,3,0,3,0,R3,Y,RM,F,14,1900,42.37742,-71.03157
2001299000,500000,225.33,2219,Colonial,4150,2,5,1,0,1,1,R1,Y,CL,H,9,1920,42.2835,-71.14258
1601830000,500000,204.58,2922,Two_Fam_Stack,5260,2,4,2,0,2,0,R2,Y,TF,G,12,1930,42.291766,-71.05873
106792000,500000,193.57,2583,Decker,3801,3,6,3,0,3,0,R3,N,DK,F,15,1900,42.37712,-71.0319
1811187000,500000,191.86,2606,Conventional,4440,2.5,3,3,0,2,0,R2,Y,CV,G,11,1920,42.25773,-71.1255
1903754000,500000,182.55,2300,Colonial,3741,2,3,1,1,1,0,R1,Y,CL,H,7,1901,42.28384,-71.12142
1500745000,500000,176.55,3370,Conventional,6056,2,6,2,0,2,0,R2,N,CV,G,13,1920,42.30041,-71.06898
1811158000,500000,161.5,3096,Two_Fam_Stack,5176,2,6,2,0,2,0,R2,N,TF,H,12,1920,42.25944,-71.12576
703796000,500000,159.8,3129,Conventional,5218,2.5,8,3,0,3,0,R3,N,CV,G,17,1907,42.31877,-71.06373
1401767002,500000,144.59,3458,Row_Middle,4840,3,6,3,0,3,0,R3,N,RM,F,15,1900,42.30052,-71.08018
105439000,500000,135.72,3290,Decker,4651,3,0,0,0,0,0,R4,Y,DK,U,0,1920,42.3733,-71.03937
1301299000,500000,101.58,4922,Colonial,8232,2.5,8,3,1,1,4,R1,N,CL,H,14,1910,42.31617,-71.06822
2006417000,499900,329.31,1518,Colonial,2676,2,3,1,1,1,1,R1,Y,CL,G,7,1925,42.2906,-71.15803
1702334000,499900,166.25,3007,Conventional,4850,2.5,5,2,0,2,0,R2,N,CV,G,12,1900,42.29878,-71.07107
1605260000,499500,180.46,2331,Conventional,3702,2,5,2,0,2,0,R2,Y,CV,G,11,1928,42.28246,-71.05969
600834000,499000,330.03,1512,Conventional,2066,3,6,2,0,2,0,R1,Y,CV,F,12,1890,42.33461,-71.05182
1602444000,499000,271.2,1840,Colonial,3106,2,2,2,1,1,0,R1,N,CL,G,6,1920,42.28685,-71.04462
1704267000,499000,151.81,3326,Conventional,5804,2,4,2,0,2,2,R2,N,CV,G,12,1928,42.28089,-71.0694
1404532000,499000,125.25,3984,Decker,5825,3,8,3,0,3,0,R3,N,DK,F,15,1920,42.28764,-71.0936
1404564000,499000,117.14,4248,Decker,6252,3,6,3,0,3,0,R3,N,DK,F,15,1905,42.28675,-71.0933
1001929000,495000,372.46,1329,Colonial,2276,2,4,1,0,1,0,R1,N,CL,G,6,1910,42.32453,-71.10696
2001766001,495000,336.51,1471,Cape,2660,1.5,3,1,1,1,1,R1,N,CP,G,7,1951,42.28262,-71.14974
2000119000,495000,298.73,1618,Colonial,2855,2,3,1,0,1,0,R1,N,CL,G,6,1890,42.2845,-71.13254
700622000,495000,253.46,1953,Row_Middle,2820,3,3,2,0,1,0,R1,Y,RM,F,6,1890,42.33003,-71.05441
1700862000,495000,206.42,2398,Colonial,4354,2,6,4,0,1,0,R1,Y,CL,G,9,1898,42.29474,-71.06394
1701059000,495000,125.7,3938,Two_Fam_Stack,6486,2,6,2,0,2,0,R2,Y,TF,H,14,1900,42.296728,-71.066813
1904976000,494750,321.68,1503,Colonial,2302,2,4,1,1,1,1,R1,Y,CL,L,8,1926,42.29139,-71.11547
1601666000,494500,216.22,2307,Conventional,4225,2,4,2,0,2,1,R2,N,CV,G,9,1915,42.28996,-71.06247
1201855000,493500,154.75,3189,Semi_Det,4603,3,6,3,0,3,0,R3,N,SD,F,15,1905,42.31954,-71.08826
1701172000,492000,109.77,4485,Decker,6876,3,9,3,0,3,0,R3,N,DK,F,18,1910,42.29635,-71.07022
2008615000,491500,412.33,1192,Cape,2749,1,3,2,0,1,1,R1,Y,CP,G,8,1955,42.2833,-71.16854
2009484000,491000,285.47,1720,Colonial,3172,2,3,2,0,1,0,R1,Y,CL,H,7,1915,42.27697,-71.162
1808246000,491000,209.83,2340,Two_Fam_Stack,3930,2,5,2,0,2,0,R2,Y,TF,G,11,1929,42.266665,-71.124757
2006298001,490000,324.93,1508,Cape,2998,1.5,3,2,0,1,1,R1,Y,CP,G,9,1962,42.28995,-71.15539
2010689042,490000,309.34,1584,Other,2106,1,3,2,0,1,0,R1,Y,OH,G,7,1950,42.26952,-71.1673
1904796000,490000,305.68,1603,Cape,2965,1.5,3,1,1,1,0,R1,N,CP,G,6,1959,42.29323,-71.11372
2010784004,490000,286.21,1712,Cape,3045,1.5,1,1,0,1,1,R1,Y,CP,G,8,1943,42.26165,-71.16145
2001056000,490000,277.15,1768,Colonial,3249,2,3,1,1,1,1,R1,N,CL,G,7,1900,42.28246,-71.13853
1604877000,490000,267.91,1560,Colonial,2405,2,4,1,0,1,1,R1,Y,CL,G,7,1900,42.28144,-71.06416
1704084000,490000,239.84,2043,Colonial,3293,2,3,2,1,1,1,R1,Y,CL,G,7,2008,42.277355,-71.067346
1801736000,490000,213.88,2291,Two_Fam_Stack,3922,2,4,2,0,2,0,R2,N,TF,H,10,1915,42.26739,-71.09846
1202858000,490000,188.24,2523,Conventional,3868,2.5,5,2,0,2,0,R2,N,CV,G,10,1880,42.31545,-71.08163
100257000,490000,168.73,2640,Decker,3520,3,6,3,0,3,0,R3,N,DK,F,15,1890,42.3812,-71.02769
1700337000,490000,155.8,3145,Conventional,5726,2,6,2,0,2,0,R2,N,CV,G,14,1910,42.29308,-71.0774
1800790000,490000,140.44,3489,Conventional,5916,2,5,2,0,2,0,R2,Y,CV,H,11,1920,42.27643,-71.09229
1701429000,490000,136.99,3577,Decker,4905,3,9,3,0,3,0,R3,N,DK,F,16,1905,42.29021,-71.07392
1500481000,490000,134.65,3599,Decker,4818,3,8,3,0,3,0,R3,N,DK,F,14,1905,42.30507,-71.05989
1502765000,490000,124.87,3924,Decker,5779,3,9,3,0,3,0,R3,N,DK,F,18,1905,42.31105,-71.0664
1808521003,489000,332.65,1470,Colonial,2286,2,4,1,1,1,1,R1,Y,CL,G,6,1965,42.27066,-71.12858
1903743000,489000,306.01,1360,Cape,2578,1.5,3,2,0,1,1,R1,Y,CP,G,6,1959,42.28303,-71.12222
1805742000,487500,363.26,1342,Other,2956,1,3,1,0,1,0,R1,Y,OH,G,6,1935,42.27354,-71.12481
2005089000,487000,281.34,1731,Conventional,3230,1.5,3,1,1,1,0,R1,Y,CV,G,9,1940,42.29139,-71.13302
2006698001,485700,478.99,1014,Other,2148,1,2,1,0,1,1,R1,Y,OH,G,5,1960,42.28839,-71.16358
1806261000,485000,275.88,1758,Conventional,3225,2,4,2,1,2,0,R2,Y,CV,G,8,1900,42.28272,-71.1173
2000685000,485000,257.43,1884,Colonial,2910,2,4,2,0,1,1,R1,Y,CL,H,9,1926,42.28361,-71.1457
1600318000,485000,253.13,1916,Colonial,2494,2,4,1,1,1,0,R1,Y,CL,G,9,1900,42.29418,-71.05109
102195000,485000,200.75,1772,Conventional,3851,1.5,3,2,0,1,1,R1,N,CV,G,6,1950,42.39263,-71.00534
1700326000,485000,196.28,2471,Conventional,4018,2,6,2,1,2,0,R2,N,CV,G,10,1915,42.29327,-71.07795
1808042000,485000,182.06,2664,Conventional,4323,2,4,2,1,2,0,R2,Y,CV,G,10,1900,42.26342,-71.12118
106194000,485000,160.81,1400,Decker,1400,3,5,3,0,3,0,R3,N,DK,F,15,1900,42.37513,-71.03463
1700516000,485000,121.37,3996,Conventional,6430,2.5,8,2,1,2,0,R2,N,CV,H,14,1900,42.29321,-71.07379
1301466000,485000,119.4,4062,Decker,6052,3,6,3,0,3,0,R3,Y,DK,F,15,1905,42.31332,-71.06108
1808255000,482500,215.79,2236,Two_Fam_Stack,3718,2,4,4,0,2,0,R2,N,TF,G,10,1927,42.26549,-71.12522
1403655000,482500,193.15,2498,Conventional,4050,2.5,6,3,0,3,0,R3,N,CV,G,12,1905,42.28671,-71.08534
1200256000,482000,142.81,3375,Conventional,5055,2.5,7,3,0,3,0,R3,N,CV,G,15,1900,42.32335,-71.08056
1801619000,482000,132.13,3648,Decker,6584,3,6,3,0,3,0,R3,N,DK,F,18,1905,42.26526,-71.09962
2006504000,480000,365.58,1313,Other,2828,1,2,2,0,1,1,R1,Y,OH,G,5,1940,42.28836,-71.15755
104307000,480000,359.28,1336,Colonial,2147,2,2,1,1,1,0,R1,Y,CL,F,6,1912,42.38125,-71.01318
2000730000,480000,329.67,1456,Colonial,2527,2,3,2,0,1,1,R1,N,CL,L,8,1935,42.28217,-71.14478
2008671000,480000,313.73,1530,Cape,2592,1.5,3,1,0,1,1,R1,Y,CP,G,7,1950,42.28154,-71.16517
1903751000,480000,227.38,2111,Colonial,3753,2,6,2,0,1,1,R1,N,CL,G,11,1934,42.28411,-71.12171
1200168010,480000,223.46,2148,Semi_Det,2896,3,6,3,0,3,0,R3,N,SD,G,12,1910,42.3249,-71.08223
1200170000,480000,223.46,2148,Semi_Det,2896,3,6,3,0,3,0,R3,N,SD,G,12,1910,42.32495,-71.08218
102687000,480000,196.56,2442,Decker,3256,3,6,3,0,3,0,R3,N,DK,F,12,1880,42.37931,-71.03853
1604304000,480000,193.94,2475,Two_Fam_Stack,3918,2,4,2,0,2,0,R2,N,TF,G,11,1929,42.28037,-71.04876
1402318000,480000,172.48,2483,Conventional,4408,2,8,3,0,2,0,R2,N,CV,G,13,1900,42.29609,-71.07966
1601748000,480000,167.13,2872,Conventional,5199,2,6,2,0,2,0,R2,Y,CV,G,14,1920,42.28979,-71.06076
1701426000,480000,163.21,2672,Two_Fam_Stack,4372,2,6,2,0,2,0,R2,N,TF,G,10,1885,42.29013,-71.0744
1812949000,480000,157.17,3054,Conventional,5183,2.5,6,2,0,2,0,R2,Y,CV,G,12,1900,42.23948,-71.14036
1201919000,480000,144.75,3316,Conventional,5944,2,4,3,0,3,0,R3,Y,CV,H,17,1946,42.3173,-71.08325
1405196330,478472,223.17,0,Colonial,0,0,0,0,0,0,0,RL,N,CL,U,0,0,42.289772,-71.09293
1601582000,478000,161.76,2955,Conventional,4949,2,4,2,0,2,0,R2,N,CV,G,10,1895,42.29208,-71.06079
1400023000,477500,171.45,2785,Conventional,4428,2,7,3,0,3,0,R3,N,CV,G,14,1900,42.30663,-71.0717
1502117000,477500,112.86,4231,Conventional,6569,2.5,9,3,0,3,2,R3,N,CV,G,18,1900,42.30598,-71.06811
1810429000,477000,302.47,1577,Other,2892,1,3,2,1,1,1,R1,Y,OH,G,8,1984,42.24675,-71.11317
2009940000,476000,338.31,1407,Conventional,2634,1.5,3,1,1,1,0,R1,Y,CV,G,6,1940,42.26785,-71.16528
2007791000,475000,357.68,1328,Colonial,1952,2,3,1,1,1,1,R1,Y,CL,G,8,1920,42.2853,-71.16285
2006303000,475000,333.8,1423,Conventional,2226,1.5,2,1,0,1,0,R1,Y,CV,G,6,1925,42.290361,-71.155964
1810807000,475000,328.04,1448,Colonial,2336,2,3,1,1,1,1,R1,Y,CL,L,7,1930,42.24826,-71.11222
2001947000,475000,315.82,1504,Colonial,2386,2,3,2,1,1,0,R1,Y,CL,G,7,1935,42.27626,-71.14584
1604822000,475000,304.49,1747,Colonial,3522,2,3,1,1,1,1,R1,Y,CL,G,7,1940,42.28166,-71.06262
